x;y
6.19703845877879;7.758843366578173
5.92797051015283;9.050369519982778
7.111869484107052;9.104183109707972
7.7038189710841625;8.350792853555284
6.735174356030706;8.189352084379708
7.219496663557434;7.166893879601062
8.295768458061273;7.651216187127789
8.511022816962042;8.673674391906436
7.004242304656666;9.749946186410273
8.080514099160505;9.480878237784314
9.53348102174069;10.126641314486617
9.210599483389538;8.781301571356819
9.479667432015498;7.435961828227022
7.86525974025974;6.628757982349143
8.564836406687233;7.005453110425485
6.19703845877879;6.5211308028987585
6.788987945755901;6.252062854272799
5.120766664274951;7.651216187127789
5.712716151252062;7.059266700150678
5.497461792351293;8.404606443280477
5.981784099878022;10.072827724761426
7.650005381358971;10.395709263112577
8.672463586137619;10.072827724761426
9.049158714213961;9.480878237784314
9.049158714213961;6.682571572074334
8.18814127861089;6.090622085097223
7.488564612183394;5.660113367295687
8.99534512448877;8.081724904929324
9.910176149817032;8.135538494654517
9.910176149817032;8.996555930257587
2.322459998564968;12.225371313769102
3.829240510870344;13.463083877448517
5.336021023175716;13.086388749372174
6.9504287149314745;14.05503336442563
8.72627717586281;13.140202339097366
10.93263435459568;13.678338236349285
9.210599483389538;14.216474133601203
12.439414866901055;12.70969362129583
12.762296405252206;11.149099519265263
13.408059481954508;9.642319006959891
13.946195379206427;8.189352084379708
13.19280512305374;6.4673172131735654
13.892381789481236;4.6914687522422325
12.547042046351438;3.830451316639162
11.201702303221639;1.8931620865322527
12.869923584702589;1.7855349070818685
9.102972303939152;1.5164669584559087
7.488564612183394;0.5478223434024541
6.089411279328404;1.946975676257444
5.120766664274951;1.0859582406543735
3.1834774341680383;2.8079931118605153
2.645341536916119;2.2160436248834037
1.4614425629618975;4.099519265265122
2.5377143574657364;5.283418239219344
1.246188204061129;6.413503623448374
1.676696921862666;8.458420033005668
0.600425127358827;9.803759776135466
1.4614425629618975;11.202913108990456
1.300001793786322;12.602066441845446
2.2686464088397766;13.893592595250052
5.228393843725334;14.485542082227163
0.7080523068092095;7.920284135753748
1.8919512807634327;7.220707469326253
1.7843241013130484;2.6465523426849398
4.367376408122263;2.323670804333788
3.9906812800459175;1.408839779005525
10.340684867618569;0.9783310612039897
11.901278969649136;2.9156202913108986
13.408059481954508;3.130874650211667
14.053822558656814;6.736385161799525
13.246618712778934;5.0681638803185765
1.246188204061129;5.17579105976896
13.138991533328548;8.835115161082012
14.000008968931619;10.880031570639305
13.408059481954508;12.44062567266987
14.322890507282773;9.211810289158354
11.79365179019875;14.10884695415082
11.25551589294683;12.97876156992179
7.488564612183394;13.51689746717371
7.86525974025974;14.593169261677549
9.85636256009184;6.951639520700294
9.479667432015498;6.03680849537203
8.72627717586281;5.767740546746071
6.46610640740475;8.727487981631628
6.788987945755901;10.395709263112577
