x;y
0.4988699146157698;7.432733012843511
0.8217514529669216;8.54488053383081
1.5033902561526862;9.37002224295042
2.472034871206141;9.37002224295042
2.8666678625242152;8.79601061921504
1.7545203415369155;8.437253354380426
2.328531965272296;8.150247542512735
1.7545203415369155;7.6838630982277385
1.2881358972519177;7.038100021525437
1.3240116237353803;6.499964124273517
2.472034871206141;6.930472842075052
4.6604541866972795;4.706177800100453
5.270341536916122;5.3878166032862165
5.485595895816891;6.392336944823133
6.669494869771112;6.2847097653727495
6.274861878453038;5.423692329769678
6.884749228671881;5.567195235703523
7.494636578890722;5.818325321087753
5.629098801750736;4.419171988232762
6.56186769032073;4.634426347133529
7.6740152113080295;4.777929253067375
5.126838630982277;3.486403099662769
6.3107376049365005;3.594030279113152
6.992376408122265;3.5222788261462297
10.185316065150321;2.5177584846093133
11.153960680203774;2.6253856640596975
11.79972375690608;2.6612613905431592
13.19887708976107;2.41013130515893
9.754807347348784;1.226232331204707
9.467801535481094;0.5087178015354814
10.508197603501472;0.5445935280189427
10.866954868336084;1.441486690105475
11.58446939800531;0.7957236134031718
12.337859654157999;2.0154983138408555
12.768368371959532;1.0468536987874006
13.27062854272799;1.58498959603932
12.9836227308603;8.975389251632345
0.7141242735165374;0.5804692545024042
6.920624955155342;2.1948769462581623
8.5350326469111;2.5895099375762367
9.396050082514172;4.598550620650069
11.26158785965416;4.383296261749301
2.328531965272296;4.813804979550836
4.373448374829589;6.858721389108129
5.5573473487838125;9.08301643108273
7.458760852407261;6.607591303723901
6.059607519552271;7.073975748008897
7.171755040539571;4.203917629331994
2.615537777139986;7.396857286360048
0.7858757264834608;9.37002224295042
1.2522601707684569;8.86776207218196
3.189549400875368;8.150247542512735
10.364694697567625;1.7643682284566264
11.26158785965416;2.0513740403243172
12.445486833608381;0.47284207505202014
12.840119824926457;2.9123914759273877
7.925145296692259;0.8674750663700943
3.83531247757767;9.477649422400804
5.844353160651503;4.957307885484681
5.808477434168042;5.9977039535050585
4.050566836478438;3.80928463801392
3.8711882040611325;4.957307885484681
13.52175862811222;0.47284207505202014
13.80876443997991;2.6253856640596975
12.158481021740691;3.4146516466958463
1.1087572648346118;7.97086891009543
3.225425127358829;7.109851474492358
