x;y
3.9322038458778774;8.619860802181243
4.739407691755757;7.70502977685298
5.708052306809211;6.897825930975102
6.5690697424122835;6.1444356748224145
7.699155126641314;5.498672598120112
9.098308459496304;5.229604649494152
10.65890256152687;5.121977470043768
11.73517435603071;5.391045418669727
12.703818971084162;6.090622085097223
13.887717945038387;6.844012341249909
15.017803329267418;7.70502977685298
15.825007175145297;8.512233622730859
3.1249999999999982;9.050369519982778
3.2326271794503825;8.135538494654517
3.555508717801535;7.005453110425485
4.308898973954221;5.606299777570495
5.008475640381716;4.6914687522422325
5.8156794862595955;3.884264906364354
6.838137691038243;3.3461290091124347
8.452545382794002;2.8618067015857074
9.7978851259238;2.8079931118605153
11.304665638229173;3.023247470761283
12.811446150534548;3.77663772691397
13.99534512448877;5.014350290593384
14.910176149817032;6.252062854272799
15.66356640596972;7.435961828227022
10.820343330702444;9.427064648059122
11.950428714931478;9.965200545311042
13.080514099160508;10.503336442562961
16.094075123771255;10.718590801463728
9.959325895099374;8.619860802181243
9.152122049221495;8.081724904929324
8.39873179306881;7.70502977685298
8.237291023893233;8.404606443280477
8.560172562244384;9.749946186410273
9.52881717729784;10.987658750089688
10.443648202626102;12.11774413431872
11.896615125206283;13.032575159646981
12.919073329984931;13.409270287723325
14.53348102174069;10.718590801463728
17.33178768745067;10.449522852837768
18.569500251130087;9.965200545311042
19.75339922508431;9.211810289158354
20.614416660687375;8.458420033005668
21.260179737389684;7.920284135753748
21.152552557939295;9.480878237784314
20.560603070962188;10.234268493937002
19.645772045633926;11.31054028844084
18.67712743058047;12.063930544593527
14.372040252565112;13.570711056898901
15.878820764870488;13.570711056898901
17.008906149099516;13.194015928822557
17.816109994977396;12.817320800746215
21.260179737389684;8.727487981631628
4.147458204778646;6.897825930975102
5.38517076845806;6.03680849537203
7.537714357465736;4.799095931692617
6.1923746143359395;4.852909521417809
6.676696921862666;5.391045418669727
6.891951280763434;4.04570567553993
8.613986151969575;3.6151969577383944
8.344918203343616;4.530027983066657
7.645341536916122;3.884264906364354
10.60508897180168;3.722824137188778
9.690257946473414;4.422400803616273
11.896615125206283;4.422400803616273
11.089411279328404;4.583841572791849
11.573733586855132;3.722824137188778
12.650005381358971;4.852909521417809
13.18814127861089;5.552486187845304
14.049158714213961;6.359690033723183
14.641108201191072;6.951639520700294
9.367376408122263;9.265623878883547
8.775426921145153;8.727487981631628
10.60508897180168;11.04147233981488
10.497461792351293;9.91138695558585
9.7978851259238;10.395709263112577
12.219496663557438;11.149099519265263
11.681360766305518;11.84867618569276
11.573733586855132;10.664777211738537
12.59619179163378;12.817320800746215
13.349582047786468;11.956303365143143
12.59619179163378;11.956303365143143
13.511022816962042;11.202913108990456
14.53348102174069;11.84867618569276
13.99534512448877;12.924947980196597
15.1254305087178;12.817320800746215
15.66356640596972;12.225371313769102
15.286871277893377;11.364353878166032
16.309329482672027;12.386812082944678
17.33178768745067;11.5796082370668
16.68602461074837;11.364353878166032
16.84746537992394;12.44062567266987
16.094075123771255;13.086388749372174
18.40805948195451;10.826217980914112
17.977550764152973;12.010116954868336
19.376704097007966;10.449522852837768
20.076280763435456;9.749946186410273
20.66823025041257;9.265623878883547
17.493228456626248;10.933845160364497
18.784754610030852;11.364353878166032
